"","year","iso3c","co2_emissions","cumulative_co2"
"12391",2001,"SSD",0.529,14.484
"12392",2002,"SSD",0.674,15.158
"12393",2003,"SSD",0.753,15.911
"12394",2004,"SSD",0.952,16.863
"12395",2005,"SSD",0.912,17.775
"12396",2006,"SSD",0.999,18.774
"12397",2007,"SSD",1.173,19.947
"12398",2008,"SSD",1.239,21.186
"12399",2009,"SSD",1.291,22.477
"12400",2010,"SSD",1.313,23.79
"12401",2011,"SSD",1.281,25.071
"12402",2012,"SSD",1.33,26.401
"12403",2013,"SSD",1.444,27.845
"12404",2014,"SSD",1.524,29.369
"12405",2015,"SSD",1.913,31.282
"12406",2016,"SSD",1.704,32.986
"12407",2017,"SSD",1.455,34.441
"12408",2018,"SSD",1.337,35.778
"12409",2019,"SSD",1.395,37.173
"12410",2020,"SSD",1.179,38.352
"12411",1951,"STP",0.004,0.004
"12412",1952,"STP",0.004,0.008
"12413",1953,"STP",0.004,0.012
"12414",1954,"STP",0.004,0.016
"12415",1955,"STP",0.004,0.02
"12416",1956,"STP",0.007,0.027
"12417",1957,"STP",0.011,0.038
"12418",1958,"STP",0.007,0.045
"12419",1959,"STP",0.007,0.052
"12420",1960,"STP",0.011,0.063
"12421",1961,"STP",0.011,0.074
"12422",1962,"STP",0.011,0.085
"12423",1963,"STP",0.007,0.092
"12424",1964,"STP",0.011,0.103
"12425",1965,"STP",0.011,0.114
"12426",1966,"STP",0.011,0.125
"12427",1967,"STP",0.011,0.136
"12428",1968,"STP",0.015,0.151
"12429",1969,"STP",0.015,0.166
"12430",1970,"STP",0.015,0.181
"12431",1971,"STP",0.011,0.192
"12432",1972,"STP",0.011,0.203
"12433",1973,"STP",0.015,0.218
"12434",1974,"STP",0.018,0.236
"12435",1975,"STP",0.018,0.254
"12436",1976,"STP",0.029,0.283
"12437",1977,"STP",0.029,0.312
"12438",1978,"STP",0.033,0.345
"12439",1979,"STP",0.033,0.378
"12440",1980,"STP",0.04,0.418
"12441",1981,"STP",0.044,0.462
"12442",1982,"STP",0.048,0.51
"12443",1983,"STP",0.055,0.565
"12444",1984,"STP",0.051,0.616
"12445",1985,"STP",0.055,0.671
"12446",1986,"STP",0.051,0.722
"12447",1987,"STP",0.051,0.773
"12448",1988,"STP",0.048,0.821
"12449",1989,"STP",0.048,0.869
"12450",1990,"STP",0.048,0.917
"12451",1991,"STP",0.048,0.965
"12452",1992,"STP",0.048,1.013
"12453",1993,"STP",0.048,1.061
"12454",1994,"STP",0.048,1.109
"12455",1995,"STP",0.048,1.157
"12456",1996,"STP",0.048,1.205
"12457",1997,"STP",0.048,1.253
"12458",1998,"STP",0.048,1.301
"12459",1999,"STP",0.048,1.349
"12460",2000,"STP",0.048,1.397
"12461",2001,"STP",0.051,1.448
"12462",2002,"STP",0.059,1.507
"12463",2003,"STP",0.066,1.573
"12464",2004,"STP",0.073,1.646
"12465",2005,"STP",0.077,1.723
"12466",2006,"STP",0.084,1.807
"12467",2007,"STP",0.084,1.891
"12468",2008,"STP",0.084,1.975
"12469",2009,"STP",0.092,2.067
"12470",2010,"STP",0.099,2.166
"12471",2011,"STP",0.099,2.265
"12472",2012,"STP",0.117,2.382
"12473",2013,"STP",0.121,2.503
"12474",2014,"STP",0.117,2.62
"12475",2015,"STP",0.121,2.741
"12476",2016,"STP",0.125,2.866
"12477",2017,"STP",0.128,2.994
"12478",2018,"STP",0.132,3.126
"12479",2019,"STP",0.126,3.252
"12480",2020,"STP",0.113,3.365
"12481",1950,"SUR",0.213,0.213
"12482",1951,"SUR",0.234,0.447
"12483",1952,"SUR",0.267,0.714
"12484",1953,"SUR",0.311,1.025
"12485",1954,"SUR",0.337,1.362
"12486",1955,"SUR",0.311,1.673
"12487",1956,"SUR",0.341,2.014
"12488",1957,"SUR",0.374,2.388
"12489",1958,"SUR",0.319,2.707
"12490",1959,"SUR",0.366,3.073
"12491",1960,"SUR",0.432,3.505
"12492",1961,"SUR",0.429,3.934
"12493",1962,"SUR",0.495,4.429
"12494",1963,"SUR",0.531,4.96
"12495",1964,"SUR",0.605,5.565
"12496",1965,"SUR",0.795,6.36
"12497",1966,"SUR",1.096,7.456
"12498",1967,"SUR",1.334,8.79
"12499",1968,"SUR",1.451,10.241
"12500",1969,"SUR",1.521,11.762
"12501",1970,"SUR",1.608,13.37
"12502",1971,"SUR",1.715,15.085
"12503",1972,"SUR",1.744,16.829
"12504",1973,"SUR",2.107,18.936
"12505",1974,"SUR",1.601,20.537
"12506",1975,"SUR",2.019,22.556
"12507",1976,"SUR",1.997,24.553
"12508",1977,"SUR",1.898,26.451
"12509",1978,"SUR",2.392,28.843
"12510",1979,"SUR",2.293,31.136
"12511",1980,"SUR",2.369,33.505
"12512",1981,"SUR",2.028,35.533
"12513",1982,"SUR",1.871,37.404
"12514",1983,"SUR",1.372,38.776
"12515",1984,"SUR",1.552,40.328
"12516",1985,"SUR",1.596,41.924
"12517",1986,"SUR",1.757,43.681
"12518",1987,"SUR",1.757,45.438
"12519",1988,"SUR",1.874,47.312
"12520",1989,"SUR",1.852,49.164
"12521",1990,"SUR",1.737,50.901
"12522",1991,"SUR",2.023,52.924
"12523",1992,"SUR",2.03,54.954
"12524",1993,"SUR",2.038,56.992
"12525",1994,"SUR",2.042,59.034
"12526",1995,"SUR",2.061,61.095
"12527",1996,"SUR",2.083,63.178
"12528",1997,"SUR",2.104,65.282
"12529",1998,"SUR",2.104,67.386
"12530",1999,"SUR",2.123,69.509
"12531",2000,"SUR",2.192,71.701
"12532",2001,"SUR",2.363,74.064
"12533",2002,"SUR",1.56,75.624
"12534",2003,"SUR",1.538,77.162
"12535",2004,"SUR",1.556,78.718
"12536",2005,"SUR",1.589,80.307
"12537",2006,"SUR",1.739,82.046
"12538",2007,"SUR",1.756,83.802
"12539",2008,"SUR",1.935,85.737
"12540",2009,"SUR",1.994,87.731
"12541",2010,"SUR",2.396,90.127
"12542",2011,"SUR",2.18,92.307
"12543",2012,"SUR",2.635,94.942
"12544",2013,"SUR",2.744,97.686
"12545",2014,"SUR",2.809,100.495
"12546",2015,"SUR",2.702,103.197
"12547",2016,"SUR",2.276,105.473
"12548",2017,"SUR",2.474,107.947
"12549",2018,"SUR",2.514,110.461
"12550",2019,"SUR",2.52,112.981
"12551",2020,"SUR",2.224,115.205
"12552",1950,"SWZ",0.004,0.004
"12553",1951,"SWZ",0.004,0.008
"12554",1952,"SWZ",0.004,0.012
"12555",1953,"SWZ",0.004,0.016
"12556",1954,"SWZ",0.004,0.02
"12557",1955,"SWZ",0.004,0.024
"12558",1956,"SWZ",0.004,0.028
"12559",1957,"SWZ",0.004,0.032
"12560",1958,"SWZ",0.004,0.036
"12561",1959,"SWZ",0.004,0.04
"12562",1960,"SWZ",0.033,0.073
"12563",1961,"SWZ",0.004,0.077
"12564",1964,"SWZ",0.011,0.088
"12565",1965,"SWZ",0.081,0.169
"12566",1966,"SWZ",0.202,0.371
"12567",1967,"SWZ",0.227,0.598
"12568",1968,"SWZ",0.278,0.876
"12569",1969,"SWZ",0.304,1.18
"12570",1970,"SWZ",0.366,1.546
"12571",1971,"SWZ",0.399,1.945
"12572",1972,"SWZ",0.381,2.326
"12573",1973,"SWZ",0.37,2.696
"12574",1974,"SWZ",0.311,3.007
"12575",1975,"SWZ",0.337,3.344
"12576",1976,"SWZ",0.333,3.677
"12577",1977,"SWZ",0.341,4.018
"12578",1978,"SWZ",0.44,4.458
"12579",1979,"SWZ",0.447,4.905
"12580",1980,"SWZ",0.465,5.37
"12581",1981,"SWZ",0.436,5.806
"12582",1982,"SWZ",0.436,6.242
"12583",1983,"SWZ",0.271,6.513
"12584",1984,"SWZ",0.333,6.846
"12585",1985,"SWZ",0.44,7.286
"12586",1986,"SWZ",0.458,7.744
"12587",1987,"SWZ",0.436,8.18
"12588",1988,"SWZ",0.436,8.616
"12589",1989,"SWZ",0.436,9.052
"12590",1990,"SWZ",0.96,10.012
"12591",1991,"SWZ",0.872,10.884
"12592",1992,"SWZ",0.832,11.716
"12593",1993,"SWZ",0.711,12.427
"12594",1994,"SWZ",1.077,13.504
"12595",1995,"SWZ",1.063,14.567
"12596",1996,"SWZ",0.788,15.355
"12597",1997,"SWZ",1.143,16.498
"12598",1998,"SWZ",1.161,17.659
"12599",1999,"SWZ",1.238,18.897
"12600",2000,"SWZ",1.209,20.106
"12601",2001,"SWZ",1.096,21.202
"12602",2002,"SWZ",1.081,22.283
"12603",2003,"SWZ",1.004,23.287
"12604",2004,"SWZ",1,24.287
"12605",2005,"SWZ",1.015,25.302
"12606",2006,"SWZ",1.015,26.317
"12607",2007,"SWZ",1.041,27.358
"12608",2008,"SWZ",1.022,28.38
"12609",2009,"SWZ",1.059,29.439
"12610",2010,"SWZ",0.997,30.436
"12611",2011,"SWZ",1.008,31.444
"12612",2012,"SWZ",1.169,32.613
"12613",2013,"SWZ",1.4,34.013
"12614",2014,"SWZ",0.769,34.782
"12615",2015,"SWZ",0.868,35.65
"12616",2016,"SWZ",1.055,36.705
"12617",2017,"SWZ",0.986,37.691
"12618",2018,"SWZ",1.033,38.724
"12619",2019,"SWZ",1.013,39.737
"12620",2020,"SWZ",0.956,40.693
"12621",1926,"SXM",0.057,0.057
"12622",1927,"SXM",0.062,0.119
"12623",1928,"SXM",0.142,0.261
"12624",1929,"SXM",0.178,0.439
"12625",1930,"SXM",0.232,0.671
"12626",1931,"SXM",0.192,0.863
"12627",1932,"SXM",0.188,1.051
"12628",1933,"SXM",0.201,1.252
"12629",1934,"SXM",0.223,1.475
"12630",1935,"SXM",0.25,1.725
"12631",1936,"SXM",0.271,1.996
"12632",1937,"SXM",0.317,2.313
"12633",1938,"SXM",0.343,2.656
"12634",1939,"SXM",0.32,2.976
"12635",1940,"SXM",0.259,3.235
"12636",1941,"SXM",0.316,3.551
"12637",1942,"SXM",0.184,3.735
"12638",1943,"SXM",0.297,4.032
"12639",1944,"SXM",0.372,4.404
"12640",1945,"SXM",0.433,4.837
"12641",1946,"SXM",0.485,5.322
"12642",1947,"SXM",0.55,5.872
"12643",1948,"SXM",0.563,6.435
"12644",1950,"SXM",0.705,7.14
"12645",1951,"SXM",1.112,8.252
"12646",1952,"SXM",0.642,8.894
"12647",1953,"SXM",0.743,9.637
"12648",1954,"SXM",1.503,11.14
"12649",1955,"SXM",1.243,12.383
"12650",1956,"SXM",1.607,13.99
"12651",1957,"SXM",1.098,15.088
"12652",1958,"SXM",0.962,16.05
"12653",1959,"SXM",1.238,17.288
"12654",1960,"SXM",1.064,18.352
"12655",1961,"SXM",1.111,19.463
"12656",1962,"SXM",1.22,20.683
"12657",1963,"SXM",1.169,21.852
"12658",1964,"SXM",1.136,22.988
"12659",1965,"SXM",1.019,24.007
"12660",1966,"SXM",0.953,24.96
"12661",1967,"SXM",1.174,26.134
"12662",1968,"SXM",1.092,27.226
"12663",1969,"SXM",1.429,28.655
"12664",1970,"SXM",1.598,30.253
"12665",1971,"SXM",1.391,31.644
"12666",1972,"SXM",1.349,32.993
"12667",1973,"SXM",1.496,34.489
"12668",1974,"SXM",1.356,35.845
"12669",1975,"SXM",0.982,36.827
"12670",1976,"SXM",2.098,38.925
"12671",1977,"SXM",1.096,40.021
"12672",1978,"SXM",0.933,40.954
"12673",1979,"SXM",0.979,41.933
"12674",1980,"SXM",1.007,42.94
"12675",1981,"SXM",0.96,43.9
"12676",1982,"SXM",1.073,44.973
"12677",1983,"SXM",0.551,45.524
"12678",1984,"SXM",1.377,46.901
"12679",1985,"SXM",1.612,48.513
"12680",1986,"SXM",0.309,48.822
"12681",1987,"SXM",0.275,49.097
"12682",1988,"SXM",0.271,49.368
"12683",1989,"SXM",0.515,49.883
"12684",1990,"SXM",0.552,50.435
"12685",1991,"SXM",0.44,50.875
"12686",1992,"SXM",0.363,51.238
"12687",1993,"SXM",0.56,51.798
"12688",1994,"SXM",0.537,52.335
"12689",1995,"SXM",0.531,52.866
"12690",1996,"SXM",0.497,53.363
"12691",1997,"SXM",0.52,53.883
"12692",1998,"SXM",0.029,53.912
"12693",1999,"SXM",0.215,54.127
"12694",2000,"SXM",0.571,54.698
"12695",2001,"SXM",0.581,55.279
"12696",2002,"SXM",0.56,55.839
"12697",2003,"SXM",0.561,56.4
"12698",2004,"SXM",0.588,56.988
"12699",2005,"SXM",0.583,57.571
"12700",2006,"SXM",0.607,58.178
"12701",2007,"SXM",0.684,58.862
"12702",2008,"SXM",0.658,59.52
"12703",2009,"SXM",0.673,60.193
"12704",2010,"SXM",0.464,60.657
"12705",2011,"SXM",0.591,61.248
"12706",2012,"SXM",0.696,61.944
"12707",2013,"SXM",0.714,62.658
"12708",2014,"SXM",0.733,63.391
"12709",2015,"SXM",0.755,64.146
"12710",2016,"SXM",0.762,64.908
"12711",2017,"SXM",0.751,65.659
"12712",2018,"SXM",0.722,66.381
"12713",2019,"SXM",0.705,67.086
"12714",2020,"SXM",0.623,67.709
"12715",1963,"SYC",0.007,0.007
"12716",1964,"SYC",0.007,0.014
"12717",1965,"SYC",0.007,0.021
"12718",1966,"SYC",0.007,0.028
"12719",1967,"SYC",0.007,0.035
"12720",1968,"SYC",0.007,0.042
"12721",1969,"SYC",0.007,0.049
"12722",1970,"SYC",0.029,0.078
"12723",1971,"SYC",0.033,0.111
"12724",1972,"SYC",0.044,0.155
"12725",1973,"SYC",0.048,0.203
"12726",1974,"SYC",0.055,0.258
"12727",1975,"SYC",0.059,0.317
"12728",1976,"SYC",0.081,0.398
"12729",1977,"SYC",0.084,0.482
"12730",1978,"SYC",0.077,0.559
"12731",1979,"SYC",0.121,0.68
"12732",1980,"SYC",0.095,0.775
"12733",1981,"SYC",0.099,0.874
"12734",1982,"SYC",0.084,0.958
"12735",1983,"SYC",0.099,1.057
"12736",1984,"SYC",0.099,1.156
"12737",1985,"SYC",0.15,1.306
"12738",1986,"SYC",0.165,1.471
"12739",1987,"SYC",0.202,1.673
"12740",1988,"SYC",0.198,1.871
"12741",1989,"SYC",0.234,2.105
"12742",1990,"SYC",0.15,2.255
"12743",1991,"SYC",0.172,2.427
"12744",1992,"SYC",0.172,2.599
"12745",1993,"SYC",0.183,2.782
"12746",1994,"SYC",0.202,2.984
"12747",1995,"SYC",0.198,3.182
"12748",1996,"SYC",0.234,3.416
"12749",1997,"SYC",0.275,3.691
"12750",1998,"SYC",0.289,3.98
"12751",1999,"SYC",0.304,4.284
"12752",2000,"SYC",0.315,4.599
"12753",2001,"SYC",0.344,4.943
"12754",2002,"SYC",0.348,5.291
"12755",2003,"SYC",0.341,5.632
"12756",2004,"SYC",0.37,6.002
"12757",2005,"SYC",0.381,6.383
"12758",2006,"SYC",0.385,6.768
"12759",2007,"SYC",0.403,7.171
"12760",2008,"SYC",0.414,7.585
"12761",2009,"SYC",0.44,8.025
"12762",2010,"SYC",0.443,8.468
"12763",2011,"SYC",0.407,8.875
"12764",2012,"SYC",0.425,9.3
"12765",2013,"SYC",0.414,9.714
"12766",2014,"SYC",0.462,10.176
"12767",2015,"SYC",0.48,10.656
"12768",2016,"SYC",0.535,11.191
"12769",2017,"SYC",0.557,11.748
"12770",2018,"SYC",0.557,12.305
"12771",2019,"SYC",0.581,12.886
"12772",2020,"SYC",0.491,13.377
"12773",1931,"SYR",0.004,0.004
"12774",1932,"SYR",0.011,0.015
"12775",1933,"SYR",0.015,0.03
"12776",1934,"SYR",0.011,0.041
"12777",1935,"SYR",0.015,0.056
"12778",1936,"SYR",0.029,0.085
"12779",1937,"SYR",0.062,0.147
"12780",1938,"SYR",0.062,0.209
"12781",1939,"SYR",0.058,0.267
"12782",1940,"SYR",0.022,0.289
"12783",1941,"SYR",0.022,0.311
"12784",1942,"SYR",0.055,0.366
"12785",1943,"SYR",0.036,0.402
"12786",1944,"SYR",0.018,0.42
"12787",1945,"SYR",0.018,0.438
"12788",1946,"SYR",0.022,0.46
"12789",1947,"SYR",0.025,0.485
"12790",1948,"SYR",0.025,0.51
"12791",1949,"SYR",0.029,0.539
"12792",1950,"SYR",0.414,0.953
"12793",1951,"SYR",0.381,1.334
"12794",1952,"SYR",0.476,1.81
"12795",1953,"SYR",0.512,2.322
"12796",1954,"SYR",0.578,2.9
"12797",1955,"SYR",1.644,4.544
"12798",1956,"SYR",2.003,6.547
"12799",1957,"SYR",1.981,8.528
"12800",1958,"SYR",2.168,10.696
"12801",1959,"SYR",2.226,12.922
"12802",1960,"SYR",3.219,16.141
"12803",1961,"SYR",3.061,19.202
"12804",1962,"SYR",3.2,22.402
"12805",1963,"SYR",3.606,26.008
"12806",1964,"SYR",4.361,30.369
"12807",1965,"SYR",3.672,34.041
"12808",1966,"SYR",4.911,38.952
"12809",1967,"SYR",4.603,43.555
"12810",1968,"SYR",5.954,49.509
"12811",1969,"SYR",7.233,56.742
"12812",1970,"SYR",6.65,63.392
"12813",1971,"SYR",8.874,72.266
"12814",1972,"SYR",7.756,80.022
"12815",1973,"SYR",7.885,87.907
"12816",1974,"SYR",9.654,97.561
"12817",1975,"SYR",11.171,108.732
"12818",1976,"SYR",13.737,122.469
"12819",1977,"SYR",14.632,137.101
"12820",1978,"SYR",15.181,152.282
"12821",1979,"SYR",22.485,174.767
"12822",1980,"SYR",20.727,195.494
"12823",1981,"SYR",26.535,222.029
"12824",1982,"SYR",24.364,246.393
"12825",1983,"SYR",27.775,274.168
"12826",1984,"SYR",32.849,307.017
"12827",1985,"SYR",29.389,336.406
"12828",1986,"SYR",31.073,367.479
"12829",1987,"SYR",35.943,403.422
"12830",1988,"SYR",36.679,440.101
"12831",1989,"SYR",34.271,474.372
"12832",1990,"SYR",37.045,511.417
"12833",1991,"SYR",42.201,553.618
"12834",1992,"SYR",42.562,596.18
"12835",1993,"SYR",45.222,641.402
"12836",1994,"SYR",46.19,687.592
"12837",1995,"SYR",41.2,728.792
"12838",1996,"SYR",42.322,771.114
"12839",1997,"SYR",45.378,816.492
"12840",1998,"SYR",49.756,866.248
"12841",1999,"SYR",51.772,918.02
"12842",2000,"SYR",50.481,968.501
"12843",2001,"SYR",48.14,1016.641
"12844",2002,"SYR",38.439,1055.08
"12845",2003,"SYR",53.582,1108.662
"12846",2004,"SYR",50.385,1159.047
"12847",2005,"SYR",49.882,1208.929
"12848",2006,"SYR",52.841,1261.77
"12849",2007,"SYR",65.719,1327.489
"12850",2008,"SYR",66.877,1394.366
"12851",2009,"SYR",61.562,1455.928
"12852",2010,"SYR",60.717,1516.645
"12853",2011,"SYR",57.785,1574.43
"12854",2012,"SYR",47.231,1621.661
"12855",2013,"SYR",34.234,1655.895
"12856",2014,"SYR",30.841,1686.736
"12857",2015,"SYR",28.163,1714.899
"12858",2016,"SYR",29.079,1743.978
"12859",2017,"SYR",32.051,1776.029
"12860",2018,"SYR",30.366,1806.395
"12861",2019,"SYR",31.009,1837.404
"12862",2020,"SYR",30.532,1867.936
"12863",1990,"TCA",0.029,0.029
"12864",1991,"TCA",0.029,0.058
"12865",1992,"TCA",0.033,0.091
"12866",1993,"TCA",0.04,0.131
"12867",1994,"TCA",0.044,0.175
"12868",1995,"TCA",0.048,0.223
"12869",1996,"TCA",0.048,0.271
"12870",1997,"TCA",0.055,0.326
"12871",1998,"TCA",0.059,0.385
"12872",1999,"TCA",0.066,0.451
"12873",2000,"TCA",0.07,0.521
"12874",2001,"TCA",0.073,0.594
"12875",2002,"TCA",0.099,0.693
"12876",2003,"TCA",0.103,0.796
"12877",2004,"TCA",0.103,0.899
"12878",2005,"TCA",0.121,1.02
"12879",2006,"TCA",0.143,1.163
"12880",2007,"TCA",0.165,1.328
"12881",2008,"TCA",0.172,1.5
"12882",2009,"TCA",0.18,1.68
"12883",2010,"TCA",0.183,1.863
"12884",2011,"TCA",0.183,2.046
"12885",2012,"TCA",0.183,2.229
"12886",2013,"TCA",0.187,2.416
"12887",2014,"TCA",0.198,2.614
"12888",2015,"TCA",0.205,2.819
"12889",2016,"TCA",0.216,3.035
"12890",2017,"TCA",0.231,3.266
"12891",2018,"TCA",0.234,3.5
"12892",2019,"TCA",0.229,3.729
"12893",2020,"TCA",0.203,3.932
"12894",1959,"TCD",0.062,0.062
"12895",1960,"TCD",0.055,0.117
"12896",1961,"TCD",0.051,0.168
"12897",1962,"TCD",0.084,0.252
"12898",1963,"TCD",0.092,0.344
"12899",1964,"TCD",0.099,0.443
"12900",1965,"TCD",0.106,0.549
"12901",1966,"TCD",0.084,0.633
"12902",1967,"TCD",0.117,0.75
"12903",1968,"TCD",0.125,0.875
"12904",1969,"TCD",0.161,1.036
"12905",1970,"TCD",0.125,1.161
"12906",1971,"TCD",0.15,1.311
"12907",1972,"TCD",0.121,1.432
"12908",1973,"TCD",0.161,1.593
"12909",1974,"TCD",0.15,1.743
"12910",1975,"TCD",0.183,1.926
"12911",1976,"TCD",0.183,2.109
"12912",1977,"TCD",0.198,2.307
"12913",1978,"TCD",0.194,2.501
"12914",1979,"TCD",0.202,2.703
"12915",1980,"TCD",0.209,2.912
"12916",1981,"TCD",0.209,3.121
"12917",1982,"TCD",0.205,3.326
"12918",1983,"TCD",0.205,3.531
"12919",1984,"TCD",0.216,3.747
"12920",1985,"TCD",0.18,3.927
"12921",1986,"TCD",0.187,4.114
"12922",1987,"TCD",0.198,4.312
"12923",1988,"TCD",0.066,4.378
"12924",1989,"TCD",0.103,4.481
"12925",1990,"TCD",0.377,4.858
"12926",1991,"TCD",0.385,5.243
"12927",1992,"TCD",0.407,5.65
"12928",1993,"TCD",0.403,6.053
"12929",1994,"TCD",0.407,6.46
"12930",1995,"TCD",0.421,6.881
"12931",1996,"TCD",0.436,7.317
"12932",1997,"TCD",0.451,7.768
"12933",1998,"TCD",0.462,8.23
"12934",1999,"TCD",0.476,8.706
"12935",2000,"TCD",0.487,9.193
"12936",2001,"TCD",0.502,9.695
"12937",2002,"TCD",0.509,10.204
"12938",2003,"TCD",0.744,10.948
"12939",2004,"TCD",0.747,11.695
"12940",2005,"TCD",0.766,12.461
"12941",2006,"TCD",0.791,13.252
"12942",2007,"TCD",0.854,14.106
"12943",2008,"TCD",0.927,15.033
"12944",2009,"TCD",0.942,15.975
"12945",2010,"TCD",0.997,16.972
"12946",2011,"TCD",1.118,18.09
"12947",2012,"TCD",0.614,18.704
"12948",2013,"TCD",0.656,19.36
"12949",2014,"TCD",0.99,20.35
"12950",2015,"TCD",0.697,21.047
"12951",2016,"TCD",1.013,22.06
"12952",2017,"TCD",1.036,23.096
"12953",2018,"TCD",1.044,24.14
"12954",2019,"TCD",1.005,25.145
"12955",2020,"TCD",0.912,26.057
"12956",1950,"TGO",0.026,0.026
"12957",1951,"TGO",0.026,0.052
"12958",1952,"TGO",0.044,0.096
"12959",1953,"TGO",0.029,0.125
"12960",1954,"TGO",0.033,0.158
"12961",1955,"TGO",0.04,0.198
"12962",1956,"TGO",0.04,0.238
"12963",1957,"TGO",0.048,0.286
"12964",1958,"TGO",0.048,0.334
"12965",1959,"TGO",0.055,0.389
"12966",1960,"TGO",0.066,0.455
"12967",1961,"TGO",0.092,0.547
"12968",1962,"TGO",0.088,0.635
"12969",1963,"TGO",0.106,0.741
"12970",1964,"TGO",0.132,0.873
"12971",1965,"TGO",0.132,1.005
"12972",1966,"TGO",0.18,1.185
"12973",1967,"TGO",0.198,1.383
"12974",1968,"TGO",0.194,1.577
"12975",1969,"TGO",0.242,1.819
"12976",1970,"TGO",0.275,2.094
"12977",1971,"TGO",0.315,2.409
"12978",1972,"TGO",0.405,2.814
"12979",1973,"TGO",0.412,3.226
"12980",1974,"TGO",0.39,3.616
"12981",1975,"TGO",0.311,3.927
"12982",1976,"TGO",0.322,4.249
"12983",1977,"TGO",0.462,4.711
"12984",1978,"TGO",0.355,5.066
"12985",1979,"TGO",1.381,6.447
"12986",1980,"TGO",0.794,7.241
"12987",1981,"TGO",0.706,7.947
"12988",1982,"TGO",0.818,8.765
"12989",1983,"TGO",0.624,9.389
"12990",1984,"TGO",0.695,10.084
"12991",1985,"TGO",0.659,10.743
"12992",1986,"TGO",0.848,11.591
"12993",1987,"TGO",0.925,12.516
"12994",1988,"TGO",0.963,13.479
"12995",1989,"TGO",1.024,14.503
"12996",1990,"TGO",0.978,15.481
"12997",1991,"TGO",1.05,16.531
"12998",1992,"TGO",1.03,17.561
"12999",1993,"TGO",1.069,18.63
"13000",1994,"TGO",1.007,19.637
"13001",1995,"TGO",1.175,20.812
"13002",1996,"TGO",1.265,22.077
"13003",1997,"TGO",0.879,22.956
"13004",1998,"TGO",1.29,24.246
"13005",1999,"TGO",1.85,26.096
"13006",2000,"TGO",1.331,27.427
"13007",2001,"TGO",1.159,28.586
"13008",2002,"TGO",1.322,29.908
"13009",2003,"TGO",1.805,31.713
"13010",2004,"TGO",1.744,33.457
"13011",2005,"TGO",1.722,35.179
"13012",2006,"TGO",1.501,36.68
"13013",2007,"TGO",1.517,38.197
"13014",2008,"TGO",1.523,39.72
"13015",2009,"TGO",2.741,42.461
"13016",2010,"TGO",2.596,45.057
"13017",2011,"TGO",2.504,47.561
"13018",2012,"TGO",2.216,49.777
"13019",2013,"TGO",1.643,51.42
"13020",2014,"TGO",1.542,52.962
"13021",2015,"TGO",1.866,54.828
"13022",2016,"TGO",2.306,57.134
"13023",2017,"TGO",2.21,59.344
"13024",2018,"TGO",2.29,61.634
"13025",2019,"TGO",2.305,63.939
"13026",2020,"TGO",2.192,66.131
"13027",1931,"THA",0.029,0.029
"13028",1932,"THA",0.025,0.054
"13029",1933,"THA",0.022,0.076
"13030",1934,"THA",0.025,0.101
"13031",1935,"THA",0.025,0.126
"13032",1936,"THA",0.029,0.155
"13033",1937,"THA",0.036,0.191
"13034",1938,"THA",0.04,0.231
"13035",1939,"THA",0.047,0.278
"13036",1940,"THA",0.058,0.336
"13037",1941,"THA",0.058,0.394
"13038",1943,"THA",0.033,0.427
"13039",1944,"THA",0.015,0.442
"13040",1947,"THA",0.029,0.471
"13041",1948,"THA",0.04,0.511
"13042",1949,"THA",0.062,0.573
"13043",1950,"THA",0.956,1.529
"13044",1951,"THA",1.091,2.62
"13045",1952,"THA",1.278,3.898
"13046",1953,"THA",1.644,5.542
"13047",1954,"THA",2.05,7.592
"13048",1955,"THA",2.373,9.965
"13049",1956,"THA",2.618,12.583
"13050",1957,"THA",2.922,15.505
"13051",1958,"THA",3.017,18.522
"13052",1959,"THA",3.321,21.843
"13053",1960,"THA",3.709,25.552
"13054",1961,"THA",4.141,29.693
"13055",1962,"THA",5.027,34.72
"13056",1963,"THA",5.562,40.282
"13057",1964,"THA",7.47,47.752
"13058",1965,"THA",7.44,55.192
"13059",1966,"THA",9.465,64.657
"13060",1967,"THA",12.15,76.807
"13061",1968,"THA",17.076,93.883
"13062",1969,"THA",14.54,108.423
"13063",1970,"THA",15.353,123.776
"13064",1971,"THA",19.221,142.997
"13065",1972,"THA",21.805,164.802
"13066",1973,"THA",24.42,189.222
"13067",1974,"THA",24.211,213.433
"13068",1975,"THA",24.372,237.805
"13069",1976,"THA",28.716,266.521
"13070",1977,"THA",32.065,298.586
"13071",1978,"THA",34.947,333.533
"13072",1979,"THA",36.586,370.119
"13073",1980,"THA",39.956,410.075
"13074",1981,"THA",37.817,447.892
"13075",1982,"THA",37.636,485.528
"13076",1983,"THA",42.117,527.645
"13077",1984,"THA",45.556,573.201
"13078",1985,"THA",48.23,621.431
"13079",1986,"THA",49.223,670.654
"13080",1987,"THA",56.306,726.96
"13081",1988,"THA",66.203,793.163
"13082",1989,"THA",77.784,870.947
"13083",1990,"THA",87.916,958.863
"13084",1991,"THA",96.748,1055.611
"13085",1992,"THA",105.964,1161.575
"13086",1993,"THA",120.911,1282.486
"13087",1994,"THA",133.299,1415.785
"13088",1995,"THA",155.517,1571.302
"13089",1996,"THA",173.729,1745.031
"13090",1997,"THA",178.594,1923.625
